,Text,Label
2415,mediocre imagine pop,negative
2416,dont go,negative
2417,promise wont disappoint,positive
2418,sushi avoid place mean,negative
2419,great double cheeseburger,positive
2420,awesome service food,positive
2421,fantastic neighborhood gem,positive
2422,cant wait go back,positive
2423,worst ive ever tasted,negative
2424,great place highly recommend,positive
2425,service slow not attentive,negative
2426,gave star im giving star,positive
2427,staff time talking,negative
2428,dessert amazing,positive
2429,good food great atmosphere,positive
2430,damn good steak,positive
2431,total brunch fail,negative
2432,price reasonable spot sauce home made not,positive
2433,decor nice music soundtrack pleasant,positive
2434,steak best seafood plate ever,positive
2435,good food good service,positive
2436,absolutely amazing,positive
2437,probably wont back honest,negative
2438,definitely back,positive
2439,beef sandwich sauce excellent sandwich well,positive
2440,delight ive tried far theyre good,positive
2441,went lunch service slow,negative
2442,much say place walked expected amazing quickly disappointed,negative
2444,needle say never back,negative
2445,food definitely not filling price pay expect,negative
2446,chip came grease mostly not edible,negative
2447,wasnt really impressed strip steak,negative
2448,going since every meal awesome,positive
2449,server nice attentive serving staff,positive
2450,cashier friendly even brought food,positive
2451,work industry valley longer,negative
2452,atmosphere fun,positive
2453,would not recommend others,negative
2454,service quick even go order like like,positive
2455,mean really get famous fish chip terrible,negative
2456,said still quite pleased,positive
2457,not thing,negative
2458,thumb,positive
2459,reading please dont go,negative
2460,loved grilled pizza reminded legit italian pizza,positive
2461,pro large seating area nice bar area great simple drink menu best brick oven pizza homemade,positive
2462,really nice atmosphere,positive
2463,tonight filet sucked,negative
2464,one bite,positive
2465,ordered old new dish going time disappointed everything,negative
2466,cute simple honest,positive
2467,chicken seasoned perfect fry outside moist chicken inside,positive
2468,food great always compliment chef,positive
2469,special thanks recommendation order yummy,positive
2470,awesome selection beer,positive
2471,great food awesome service,positive
2472,one nice thing added bill since party didnt expect tip,positive
2473,fly fly,negative
2474,chicken also tasty,positive
2475,service thought good,positive
2476,food barely lukewarm must sitting waiting server bring u,negative
2477,ryans bar definitely one establishment wont,negative
2478,nicest chinese restaurant ive,positive
2479,overall like food service,positive
2480,also serve indian bread hummus spicy nut sauce world,positive
2481,probably never coming back wouldnt recommend,negative
2482,friend pasta also bad barely,negative
2483,try experience tasty food friendly service,positive
2484,love decor chinese wall paper,positive
2485,never anything complain,positive
2486,restaurant clean family restaurant feel,positive
2487,way fried,negative
2488,im not sure long long enough begin feel awkwardly place,negative
2489,opened sandwich impressed not good way,negative
2490,not back,negative
2491,warm feeling service felt like special treat,positive
2492,menu provides lot option breakfast,positive
2493,always order vegetarian menu dinner wide array option choose,positive
2494,watched price portion get management attitude,negative
2495,wonderful tapa ambience made feel warm inside,positive
2496,got enjoy seafood salad fabulous vinegrette,positive
2497,thin not thick chewy almost melt mouth,positive
2498,level spicy perfect didnt soup,positive
2499,sat right time server get go fantastic,positive
2500,main thing didnt enjoy crowd older crowd around mid,negative
2501,im side town definitely spot ill hit,positive
2502,wait minute get drink longer get,negative
2503,great place eat,positive
2504,bacon soooo good,positive
2505,service poor thats nice,negative
2506,food good service good price good,positive
2507,place not clean food oh stale,negative
2508,chicken dish ok beef like leather,negative
2509,service beyond bad,negative
2510,im happy,positive
2511,tasted like dirt,negative
2512,one place phoenix would definately go back,positive
2513,amazing,positive
2514,close house price good food,positive
2515,hot sour egg flower absolutely star,positive
2516,sashimi poor quality soggy tasteless,negative
2517,great time family dinner night,positive
2518,food not tasty not say real traditional style,negative
2519,bother slow service,negative
2520,absolutely amazing,positive
2521,frozen margarita way sugary taste,negative
2522,good ordered twice,positive
2523,smell like combination dirty fish market,negative
2524,bad,negative
2525,unfortunately not good,negative
2526,pretty experience,positive
2527,club get awesome offer via,positive
2528,perfect someone like beer ice cold case even,positive
2529,bland flavorless good way barely meat,negative
2530,im no fan beat place easily,negative
2531,nacho must,positive
2532,not coming back,negative
2533,dont many word say place everything pretty well,positive
2534,staff super nice quick even crazy downtown court staff,positive
2535,great atmosphere friendly fast service,positive
2536,received pita huge lot meat thumb,positive
2537,food meh,negative
2538,hot dog fry look like came kid meal not idea good meal,negative
2539,classic lobster fantastic,positive
2540,brother work mall ate day guess sick night,negative
2541,good going review place twice tribute place tribute last night,positive
2542,chip salsa really good salsa fresh,positive
2543,place great,positive
2544,mediocre food,negative
2545,get inside youll impressed place,positive
2546,im super,negative
2547,service super friendly,positive
2548,sad little vegetable overcooked,negative
2549,place nice,positive
2550,delicious,positive
2551,high place since burger cooked charcoal grill unfortunately taste fell flat way flat,negative
2552,could eat day,positive
2553,not single came see ok even needed water refill finally served u food,negative
2554,stick best thing ordered,positive
2555,first time ever came amazing experience still tell people awesome duck,positive
2556,server need made u feel would not suggest place,negative
2557,service terrible though,negative
2558,place overpriced not consistent boba really overpriced,negative
2560,love place,positive
2561,say dessert yummy,positive
2562,food terrible,negative
2563,fresh white puree,positive
2564,kept getting worse worse im done,negative
2565,place honestly blown,negative
2566,definitely would not eat,negative
2567,not waste money,negative
2568,love put food nice plastic little paper,positive
2569,thin moist,positive
2570,awful service,negative
2571,wont ever go,negative
2572,food quality horrible,negative
2573,price think place would much rather gone,negative
2574,service fair best,negative
2575,love sushi found overpriced,negative
2576,favor stay away dish,negative
2577,poor service,negative
2578,no one table thought food average worth wait,negative
2579,best service food ever server good friendly made day,positive
2580,excellent,positive
2581,paid bill not tip felt server terrible job,negative
2582,lunch great experience,positive
2583,never bland food surprised considering read focused much flavor,negative
2584,food way overpriced portion small,negative
2585,recently tried back every week since,positive
2586,buck head really expect better food,negative
2587,food came good pace,positive
2588,ate twice last visit especially enjoyed salmon salad,positive
2589,wont back,negative
2590,could not believe dirty,negative
2591,place deserves no star,negative
2592,would not recommend place,negative
2593,fact im going round star awesome,positive
2594,disbelief dish worst version ever tasted,negative
2595,bad day not low rude customer service people job nice dish otherwise,negative
2596,potato great,positive
2597,probably would not go,negative
2598,flavorful perfect amount heat,positive
2599,price reasonable service great,positive
2600,wife hated meal shrimp friend really not enjoy meal either,negative
2601,got didnt look appealing,negative
2602,went happy hour great list,positive
2603,may say buffet think get pay place getting quite lot,positive
2604,probably wont coming back,negative
2605,worst ive,negative
2606,place pretty good nice little vibe restaurant,positive
2607,talk great customer service course back,positive
2608,hot dish not hot cold dish close room watched staff food hand no deep fried,negative
2609,love fry bean,positive
2610,always dealing,positive
2611,salad everything ive tried get,positive
2612,place awesome want something light healthy summer,positive
2613,sushi strip place go,positive
2614,service great even manager came helped table,positive
2615,feel dining room course high class dining service slow best,negative
2616,started review two star im editing give one,negative
2617,worst sushi ever eat,negative
2618,excellent restaurant great service unique menu beautiful setting,positive
2619,boyfriend sat bar completely delightful experience,positive
2620,weird vibe owner,negative
2621,hardly meat,negative
2622,ive better bagel store,negative
2623,go place gyro,positive
2624,love one authentic japanese cool,positive
2625,burger arent good pizza used amazing flavorless,negative
2626,found six long piece salsa,negative
2627,service terrible food mediocre,negative
2628,definately enjoyed,positive
2629,ordered soup warm tasted like soup frozen,negative
2630,three different asked well done well three time got piece meat plate,negative
2631,two bite refused eat,negative
2632,service extremely slow,negative
2633,minute wait got table,negative
2634,seriously killer hot,positive
2635,no menu waitress absolutely no meal not,negative
2636,boyfriend tried chicken salad fell love,positive
2637,rotating tap also place,positive
2638,pricing bit,negative
2639,worst thai ever,negative
2640,stay vega must get breakfast least,positive
2641,want first say server great perfect service,positive
2642,pizza selection good,positive
2643,tea good,positive
2644,highly rude,negative
2645,overall great experience,positive
2646,spend money elsewhere,negative
2647,regular toasted bread equally satisfying butter,positive
2648,buffet far,negative
2649,drink weak people,negative
2650,order not correct,negative
2651,also feel like chip bought not made house,negative
2652,disappointing dinner went elsewhere dessert,negative
2653,chip amazing,positive
2654,wont returning,negative
2655,new vega buffet spot,positive
2656,seriously cannot believe owner many running around like head cut,negative
2657,sad,negative
2658,felt insulted disrespected could talk judge another human like,negative
2659,call cant properly cook steak dont understand,negative
2660,im not impressed food,negative
2661,thing wasnt crazy dont like,negative
2662,really nothing hope experience better,negative
2663,got food buffet,negative
2664,brought fresh fry thinking something warm no,negative
2665,hilarious yummy christmas dinner remember biggest fail entire trip u,negative
2666,needle say wont going back anytime soon,negative
2667,place disgusting,negative
2668,every time eat see professional,positive
2669,style joke,negative
2670,however much garlic barely edible,negative
2671,could barely stomach meal didnt complain business lunch,negative
2672,bad lost heart finish,negative
2673,also took forever bring u check asked,negative
2674,arent one make scene restaurant dont get lost love one,negative
2675,disappointing experience,negative
2676,food par say not good,negative
2677,want wait mediocre food terrible service place,negative
2678,rated saying,negative
2679,wont going back,negative
2680,place fairly clean food simply wasnt worth,negative
2681,place lacked style,negative
2682,half wine full ridiculous,negative
2683,dont bother coming,negative
2684,meat pretty dry sliced pulled pork,negative
2685,building seems pretty neat bathroom pretty wouldnt eat,negative
2686,equally awful,negative
2687,probably not go back,negative
2688,slow seating even,negative
2689,not good imagination,negative
2690,cream sauce bland vegetable undercooked,negative
2691,tasteless seemed thin no heat,negative
2692,bit sweet not really spicy enough lacked flavor,negative
2693,disappointed,negative
2694,place horrible way overpriced,negative
2695,maybe vegetarian fare ive twice thought average best,negative
2696,wasnt busy know,negative
2697,table outside also dirty lot time not always friendly helpful menu,negative
2698,ambiance not feel like buffet setting indoor tea biscuit,negative
2699,service,negative
2700,fry not hot neither burger,negative
2701,came back cold,negative
2702,food came disappointment,negative
2703,real disappointment waiter,negative
2704,husband said rude not even bad food anything,negative
2705,reason eat would fill night get stomach,negative
2706,go outside smoke break serving,negative
2707,someone order two taco dont think may part customer service ask,negative
2708,quite disappointed although need placed door,negative
2709,review couldnt wait eat disappointment,negative
2710,taco pretty nasty avoided possible,negative
2711,not hard make decent,negative
2712,dont like,negative
2713,hell no go back,negative
2714,weve gotten much better service pizza place next door received restaurant,negative
2715,dont know big deal place wont back,negative
2716,immediately said wanted talk manager not want talk guy shot behind bar,negative
2717,ambiance isnt much better,negative
2718,unfortunately set u entree,negative
2719,food wasnt good,negative
2720,server suck wait server sucked,negative
2721,happened next putting,negative
2722,bad cause know family owned really wanted like place,negative
2723,overpriced getting,negative
2724,vomited bathroom mid lunch,negative
2725,kept looking time soon become minute yet still no food,negative
2726,place eat no circumstance would ever return top list,negative
2727,started tuna sashimi color obviously wasnt fresh,negative
2728,food average,negative
2729,sure beat nacho movie would expect little bit coming restaurant,negative
2730,long bay bit,negative
2731,problem charge sandwich no subway offer better amount vegetable,negative
2732,shrimp live literally ice cold,negative
2733,lacked flavor seemed undercooked dry,negative
2734,really impressive place hasnt closed,negative
2735,would avoid place staying,negative
2736,bean came meal food bland,negative
2737,spend money time place else,negative
2738,lady table next u found live green salad,negative
2739,presentation food awful,negative
2740,cant tell disappointed,negative
2741,think food flavor texture lacking,negative
2742,gone,negative
2743,overall not impressed would not go back,negative
2744,whole experience underwhelming think well go sushi next time,negative
2745,hadnt wasted enough life salt time took bring check,negative
