,Text,Label
1925,We literally sat there for 20 minutes with no one asking to take our order.,0
1926,The burger had absolutely no flavor - the meat itself was totally bland the burger was overcooked and there was no charcoal flavor.,0
1927,I also decided not to send it back because our waitress looked like she was on the verge of having a heart attack.,0
1928,I dressed up to be treated so rudely!,0
1929,It was probably dirt.,0
1930,Love this place hits the spot when I want something healthy but not lacking in quantity or flavor.,1
1931,I ordered the Lemon raspberry ice cocktail which was also incredible.,1
1932,The food sucked which we expected but it sucked more than we could have imagined.,0
1933,Interesting decor.,1
1934,What I really like there is the crepe station.,1
1935,Also were served hot bread and butter and home made potato chips with bacon bits on top....very original and very good.,1
1936,you can watch them preparing the delicious food!),1
1937,Both of the egg rolls were fantastic.,1
1938,When my order arrived one of the gyros was missing.,0
1939,I had a salad with the wings and some ice cream for dessert and left feeling quite satisfied.,1
1940,I'm not really sure how Joey's was voted best hot dog in the Valley by readers of Phoenix Magazine.,0
1941,The best place to go for a tasty bowl of Pho!,1
1942,The live music on Fridays totally blows.,0
1943,I've never been more insulted or felt disrespected.,0
1944,Very friendly staff.,1
1945,It is worth the drive.,1
1946,I had heard good things about this place but it exceeding every hope I could have dreamed of.,1
1947,Food was great and so was the serivce!,1
1948,The warm beer didn't help.,0
1949,Great brunch spot.,1
1950,Service is friendly and inviting.,1
1951,Very good lunch spot.,1
1952,I've lived here since 1979 and this was the first (and last) time I've stepped foot into this place.,0
1953,The WORST EXPERIENCE EVER.,0
1954,Must have been an off night at this place.,0
1955,The sides are delish - mixed mushrooms yukon gold puree white corn - beateous.,1
1956,If that bug never showed up I would have given a 4 for sure but on the other side of the wall where this bug was climbing was the kitchen.,0
1957,For about 10 minutes we we're waiting for her salad when we realized that it wasn't coming any time soon.,0
1958,My friend loved the salmon tartar.,1
1959,Won't go back.,0
1960,Extremely Tasty!,1
1961,Waitress was good though!,1
1962,Soggy and not good.,0
1963,The Jamaican mojitos are delicious.,1
1964,Which are small and not worth the price.,0
1965,- the food is rich so order accordingly.,1
1966,The shower area is outside so you can only rinse not take a full shower unless you don't mind being nude for everyone to see!,0
1967,The service was a bit lacking.,0
1968,Lobster Bisque Bussell Sprouts Risotto Filet ALL needed salt and pepper..and of course there is none at the tables.,0
1969,Hopefully this bodes for them going out of business and someone who can cook can come in.,0
1970,It was either too cold not enough flavor or just bad.,0
1971,I loved the bacon wrapped dates.,1
1972,This is an unbelievable BARGAIN!,1
1973,The folks at Otto always make us feel so welcome and special.,1
1974,"As for the ""mains"" also uninspired.",0
1975,This is the place where I first had pho and it was amazing!!,1
1976,This wonderful experience made this place a must-stop whenever we are in town again.,1
1977,If the food isn't bad enough for you then enjoy dealing with the world's worst/annoying drunk people.,0
1978,Very very fun chef.,1
1979,Ordered a double cheeseburger & got a single patty that was falling apart (picture uploaded) Yeah still sucks.,0
1980,Great place to have a couple drinks and watch any and all sporting events as the walls are covered with TV's.,1
1981,If it were possible to give them zero stars they'd have it.,0
1982,"The descriptions said ""yum yum sauce"" and another said ""eel sauce"" yet another said ""spicy mayo""...well NONE of the rolls had sauces on them.",0
1983,I'd say that would be the hardest decision... Honestly all of M's dishes taste how they are supposed to taste (amazing).,1
1984,If she had not rolled the eyes we may have stayed... Not sure if we will go back and try it again.,0
1985,Everyone is very attentive providing excellent customer service.,1
1986,Horrible - don't waste your time and money.,0
1987,Now this dish was quite flavourful.,1
1988,By this time our side of the restaurant was almost empty so there was no excuse.,0
1989,(It wasn't busy either) Also the building was FREEZING cold.,0
1990,"like the other reviewer said ""you couldn't pay me to eat at this place again.""",0
1991,-Drinks took close to 30 minutes to come out at one point.,0
1992,Seriously flavorful delights folks.,1
1993,Much better than the other AYCE sushi place I went to in Vegas.,1
1994,The lighting is just dark enough to set the mood.,1
1995,Based on the sub-par service I received and no effort to show their gratitude for my business I won't be going back.,0
1996,Owner's are really great people.!,1
1997,There is nothing privileged about working/eating there.,0
1998,The Greek dressing was very creamy and flavorful.,1
1999,Overall I don't think that I would take my parents to this place again because they made most of the similar complaints that I silently felt too.,0
2000,Now the pizza itself was good the peanut sauce was very tasty.,1
2001,We had 7 at our table and the service was pretty fast.,1
2002,Fantastic service here.,1
2003,I as well would've given godfathers zero stars if possible.,0
2004,They know how to make them here.,1
2005,very tough and very short on flavor!,0
2006,I hope this place sticks around.,1
2007,I have been in more than a few bars in Vegas and do not ever recall being charged for tap water.,0
2008,The restaurant atmosphere was exquisite.,1
2009,Good service very clean and inexpensive to boot!,1
2010,The seafood was fresh and generous in portion.,1
2011,Plus it's only 8 bucks.,1
2012,The service was not up to par either.,0
2013,Thus far have only visited twice and the food was absolutely delicious each time.,1
2014,Just as good as when I had it more than a year ago!,1
2015,For a self proclaimed coffee cafe I was wildly disappointed.,0
2016,The Veggitarian platter is out of this world!,1
2017,You cant go wrong with any of the food here.,1
2018,You can't beat that.,1
2019,Stopped by this place while in Madison for the Ironman very friendly kind staff.,1
2020,The chefs were friendly and did a good job.,1
2021,I've had better not only from dedicated boba tea spots but even from Jenni Pho.,0
2022,I liked the patio and the service was outstanding.,1
2023,The goat taco didn't skimp on the meat and wow what FLAVOR!,1
2024,I think not again,0
2025,I had the mac salad and it was pretty bland so I will not be getting that again.,0
2026,I went to Bachi Burger on a friend's recommendation and was not disappointed.,1
2027,Service stinks here!,0
2028,I waited and waited.,0
2029,This place is not quality sushi it is not a quality restaurant.,0
2030,I would definitely recommend the wings as well as the pizza.,1
2031,Great Pizza and Salads!,1
2032,Things that went wrong: - They burned the saganaki.,0
2033,We waited an hour for what was a breakfast I could have done 100 times better at home.,0
2034,This place is amazing!,1
2035,I hate to disagree with my fellow Yelpers but my husband and I were so disappointed with this place.,0
2036,Waited 2 hours & never got either of our pizzas as many other around us who came in later did!,0
2037,Just don't know why they were so slow.,0
2038,The staff is great the food is delish and they have an incredible beer selection.,1
2039,I live in the neighborhood so I am disappointed I won't be back here because it is a convenient location.,0
2040,I didn't know pulled pork could be soooo delicious.,1
2041,You get incredibly fresh fish prepared with care.,1
2042,Before I go in to why I gave a 1 star rating please know that this was my third time eating at Bachi burger before writing a review.,0
2043,I love the fact that everything on their menu is worth it.,1
2044,Never again will I be dining at this place!,0
2045,The food was excellent and service was very good.,1
2046,Good beer & drink selection and good food selection.,1
2047,Please stay away from the shrimp stir fried noodles.,0
2048,The potato chip order was sad... I could probably count how many chips were in that box and it was probably around 12.,0
2049,Food was really boring.,0
2050,Good Service-check!,1
2051,This greedy corporation will NEVER see another dime from me!,0
2052,Will never ever go back.,0
2053,As much as I'd like to go back I can't get passed the atrocious service and will never return.,0
2054,In the summer you can dine in a charming outdoor patio - so very delightful.,1
2055,I did not expect this to be so good!,1
2056,Fantastic food!,1
2057,She ordered a toasted English muffin that came out untoasted.,0
2058,The food was very good.,1
2059,Never going back.,0
2060,Great food for the price which is very high quality and house made.,1
2061,The bus boy on the other hand was so rude.,0
2062,By this point my friends and I had basically figured out this place was a joke and didn't mind making it publicly and loudly known.,0
2063,Back to good BBQ lighter fare reasonable pricing and tell the public they are back to the old ways.,1
2064,And considering the two of us left there very full and happy for about $20 you just can't go wrong.,1
2065,All the bread is made in-house!,1
2066,The only downside is the service.,0
2067,Also the fries are without a doubt the worst fries I've ever had.,0
2068,Service was exceptional and food was a good as all the reviews.,1
2069,A couple of months later I returned and had an amazing meal.,1
2070,Favorite place in town for shawarrrrrrma!!!!!!,1
2071,The black eyed peas and sweet potatoes... UNREAL!,1
2072,You won't be disappointed.,1
2073,They could serve it with just the vinaigrette and it may make for a better overall dish but it was still very good.,1
2074,I go to far too many places and I've never seen any restaurant that serves a 1 egg breakfast especially for $4.00.,0
2075,When my mom and I got home she immediately got sick and she only had a few bites of salad.,0
2076,The servers are not pleasant to deal with and they don't always honor Pizza Hut coupons.,0
2077,Both of them were truly unbelievably good and I am so glad we went back.,1
2078,We had fantastic service and were pleased by the atmosphere.,1
2079,Everything was gross.,0
2080,I love this place.,1
2081,Great service and food.,1
2082,First - the bathrooms at this location were dirty- Seat covers were not replenished & just plain yucky!!!,0
2083,"The burger... I got the ""Gold Standard"" a $17 burger and was kind of disappointed.",0
2084,OMG the food was delicioso!,1
2085,There is nothing authentic about this place.,0
2086,the spaghetti is nothing special whatsoever.,0
2087,Of all the dishes the salmon was the best but all were great.,1
2088,The vegetables are so fresh and the sauce feels like authentic Thai.,1
2089,It's worth driving up from Tucson!,1
2090,The selection was probably the worst I've seen in Vegas.....there was none.,0
2091,Pretty good beer selection too.,1
2092,This place is like Chipotle but BETTER.,1
2093,Classy/warm atmosphere fun and fresh appetizers succulent steaks (Baseball steak!!!!!,1
2094,5 stars for the brick oven bread app!,1
2095,I have eaten here multiple times and each time the food was delicious.,1
2096,We sat another ten minutes and finally gave up and left.,0
2097,He was terrible!,0
2098,Everyone is treated equally special.,1
2099,It shouldn't take 30 min for pancakes and eggs.,0
2100,It was delicious!!!,1
2101,On the good side the staff was genuinely pleasant and enthusiastic - a real treat.,1
2102,Sadly Gordon Ramsey's Steak is a place we shall sharply avoid during our next trip to Vegas.,0
2103,As always the evening was wonderful and the food delicious!,1
2104,Best fish I've ever had in my life!,1
2105,(The bathroom is just next door and very nice.),1
2106,The buffet is small and all the food they offered was BLAND.,0
2107,This is an Outstanding little restaurant with some of the Best Food I have ever tasted.,1
2108,Pretty cool I would say.,1
2109,Definitely a turn off for me & i doubt I'll be back unless someone else is buying.,0
2110,Server did a great job handling our large rowdy table.,1
2111,I find wasting food to be despicable but this just wasn't food.,0
2112,My wife had the Lobster Bisque soup which was lukewarm.,0
2113,Would come back again if I had a sushi craving while in Vegas.,1
2114,The staff are great the ambiance is great.,1
2115,He deserves 5 stars.,1
2116,I left with a stomach ache and felt sick the rest of the day.,0
2117,They dropped more than the ball.,0
2118,The dining space is tiny but elegantly decorated and comfortable.,1
2119,They will customize your order any way you'd like my usual is Eggplant with Green Bean stir fry love it!,1
2120,And the beans and rice were mediocre at best.,0
2121,Best tacos in town by far!!,1
2122,I took back my money and got outta there.,0
2123,In an interesting part of town this place is amazing.,1
2124,RUDE & INCONSIDERATE MANAGEMENT.,0
2125,The staff are now not as friendly the wait times for being served are horrible no one even says hi for the first 10 minutes.,0
2126,I won't be back.,0
2127,They have great dinners.,1
2128,The service was outshining & I definitely recommend the Halibut.,1
2129,The food was terrible.,0
2130,WILL NEVER EVER GO BACK AND HAVE TOLD MANY PEOPLE WHAT HAD HAPPENED.,0
2131,I don't recommend unless your car breaks down in front of it and you are starving.,0
2132,I will come back here every time I'm in Vegas.,1
2133,This place deserves one star and 90% has to do with the food.,0
2134,This is a disgrace.,0
2135,Def coming back to bowl next time,1
2136,If you want healthy authentic or ethic food try this place.,1
2137,I will continue to come here on ladies night andddd date night ... highly recommend this place to anyone who is in the area (;,1
2138,I have been here several times in the past and the experience has always been great.,1
2139,We walked away stuffed and happy about our first Vegas buffet experience.,1
2140,Service was excellent and prices are pretty reasonable considering this is Vegas and located inside the Crystals shopping mall by Aria.,1
2141,To summarize... the food was incredible nay transcendant... but nothing brings me joy quite like the memory of the pneumatic condiment dispenser.,1
2142,I'm probably one of the few people to ever go to Ians and not like it.,0
2143,Kids pizza is always a hit too with lots of great side dish options for the kiddos!,1
2144,Service is perfect and the family atmosphere is nice to see.,1
2145,Cooked to perfection and the service was impeccable.,1
2146,This one is simply a disappointment.,0
2147,Overall I was very disappointed with the quality of food at Bouchon.,0
2148,I don't have to be an accountant to know I'm getting screwed!,0
2149,Great place to eat reminds me of the little mom and pop shops in the San Francisco Bay Area.,1
2150,Today was my first taste of a Buldogis Gourmet Hot Dog and I have to tell you it was more than I ever thought possible.,1
2151,Left very frustrated.,0
2152,I'll definitely be in soon again.,1
2153,Food was really good and I got full petty fast.,1
2154,Service was fantastic.,1
2155,TOTAL WASTE OF TIME.,0
2156,I don't know what kind it is but they have the best iced tea.,1
2157,Come hungry leave happy and stuffed!,1
2158,For service I give them no stars.,0
2159,I can assure you that you won't be disappointed.,1
2160,I can take a little bad service but the food sucks.,0
2161,Gave up trying to eat any of the crust (teeth still sore).,0
2162,But now I was completely grossed out.,0
2163,I really enjoyed eating here.,1
2164,First time going but I think I will quickly become a regular.,1
2165,Our server was very nice and even though he looked a little overwhelmed with all of our needs he stayed professional and friendly until the end.,1
2166,From what my dinner companions told me...everything was very fresh with nice texture and taste.,1
2167,On the ground right next to our table was a large smeared been-stepped-in-and-tracked-everywhere pile of green bird poop.,0
2168,Furthermore you can't even find hours of operation on the website!,0
2169,We've tried to like this place but after 10+ times I think we're done with them.,0
2170,What a mistake that was!,0
2171,No complaints!,1
2172,This is some seriously good pizza and I'm an expert/connisseur on the topic.,1
2173,Waiter was a jerk.,0
2174,Strike 2 who wants to be rushed.,0
2175,These are the nicest restaurant owners I've ever come across.,1
2176,I never come again.,0
2177,We loved the biscuits!!!,1
2178,Service is quick and friendly.,1
2179,Ordered an appetizer and took 40 minutes and then the pizza another 10 minutes.,0
2180,So absolutley fantastic.,1
2181,It was a huge awkward 1.5lb piece of cow that was 3/4ths gristle and fat.,0
2182,definitely will come back here again.,1
2183,I like Steiners because it's dark and it feels like a bar.,1
2184,Wow very spicy but delicious.,1
2185,If you're not familiar check it out.,1
2186,I'll take my business dinner dollars elsewhere.,0
2187,I'd love to go back.,1
2188,Anyway this FS restaurant has a wonderful breakfast/lunch.,1
2189,Nothing special.,0
2190,Each day of the week they have a different deal and it's all so delicious!,1
2191,Not to mention the combination of pears almonds and bacon is a big winner!,1
2192,Will not be back.,0
2193,Sauce was tasteless.,0
2194,The food is delicious and just spicy enough so be sure to ask for spicier if you prefer it that way.,1
2195,My ribeye steak was cooked perfectly and had great mesquite flavor.,1
2196,I don't think we'll be going back anytime soon.,0
2197,Food was so gooodd.,1
2198,I am far from a sushi connoisseur but I can definitely tell the difference between good food and bad food and this was certainly bad food.,0
2199,I was so insulted.,0
2200,The last 3 times I had lunch here has been bad.,0
2201,The chicken wings contained the driest chicken meat I have ever eaten.,0
2202,The food was very good and I enjoyed every mouthful an enjoyable relaxed venue for couples small family groups etc.,1
2203,Nargile - I think you are great.,1
2204,Best tater tots in the southwest.,1
2205,We loved the place.,1
2206,Definitely not worth the $3 I paid.,0
2207,The vanilla ice cream was creamy and smooth while the profiterole (choux) pastry was fresh enough.,1
2208,Im in AZ all the time and now have my new spot.,1
2209,The manager was the worst.,0
2210,The inside is really quite nice and very clean.,1
2211,The food was outstanding and the prices were very reasonable.,1
2212,I don't think I'll be running back to Carly's anytime soon for food.,0
2213,This is was due to the fact that it took 20 minutes to be acknowledged then another 35 minutes to get our food...and they kept forgetting things.,0
2214,Love the margaritas too!,1
2215,This was my first and only Vegas buffet and it did not disappoint.,1
2216,Very good though!,1
2217,The one down note is the ventilation could use some upgrading.,0
2218,Great pork sandwich.,1
2219,Don't waste your time here.,0
2220,Total letdown I would much rather just go to the Camelback Flower Shop and Cartel Coffee.,0
2221,Third the cheese on my friend's burger was cold.,0
2222,We enjoy their pizza and brunch.,1
2223,The steaks are all well trimmed and also perfectly cooked.,1
2224,We had a group of 70+ when we claimed we would only have 40 and they handled us beautifully.,1
2225,I LOVED it!,1
2226,We asked for the bill to leave without eating and they didn't bring that either.,0
2227,This place is a jewel in Las Vegas and exactly what I've been hoping to find in nearly ten years living here.,1
2228,Seafood was limited to boiled shrimp and crab legs but the crab legs definitely did not taste fresh.,0
2229,The selection of food was not the best.,0
2230,Delicious and I will absolutely be back!,1
2231,This isn't a small family restaurant this is a fine dining establishment.,1
2232,They had a toro tartare with a cavier that was extraordinary and I liked the thinly sliced wagyu with white truffle.,1
2233,I dont think I will be back for a very long time.,0
2234,It was attached to a gas station and that is rarely a good sign.,0
2235,How awesome is that.,1
2236,I will be back many times soon.,1
2237,The menu had so much good stuff on it i could not decide!,1
2238,Worse of all he humiliated his worker right in front of me..Bunch of horrible name callings.,0
2239,CONCLUSION: Very filling meals.,1
2240,Their daily specials are always a hit with my group.,1
2241,And then tragedy struck.,0
2242,The pancake was also really good and pretty large at that.,1
2243,This was my first crawfish experience and it was delicious!,1
2244,Their monster chicken fried steak and eggs is my all time favorite.,1
2245,Waitress was sweet and funny.,1
2246,I also had to taste my Mom's multi-grain pumpkin pancakes with pecan butter and they were amazing fluffy and delicious!,1
2247,I'd rather eat airline food seriously.,0
2248,Cant say enough good things about this place.,1
2249,The ambiance was incredible.,1
2250,The waitress and manager are so friendly.,1
2251,I would not recommend this place.,0
2252,Overall I wasn't very impressed with Noca.,0
2253,My gyro was basically lettuce only.,0
2254,Terrible service!,0
2255,Thoroughly disappointed!,0
2256,I don't each much pasta but I love the homemade /hand made pastas and thin pizzas here.,1
2257,Give it a try you will be happy you did.,1
2258,By far the BEST cheesecurds we have ever had!,1
2259,Reasonably priced also!,1
2260,Everything was perfect the night we were in.,1
2261,The food is very good for your typical bar food.,1
2262,it was a drive to get there.,0
2263,At first glance it is a lovely bakery cafe - nice ambiance clean friendly staff.,1
2264,Anyway I do not think i will go back there.,0
2265,Point your finger at any item on the menu order it and you won't be disappointed.,1
2266,Oh this is such a thing of beauty this restaurant.,1
2267,If you haven't gone here GO NOW!,1
2268,A greasy unhealthy meal.,0
2269,first time there and might just be the last.,0
2270,Those burgers were amazing.,1
2271,Similarly the delivery man did not say a word of apology when our food was 45 minutes late.,0
2272,And it was way to expensive.,0
2273,Be sure to order dessert even if you need to pack it to-go - the tiramisu and cannoli are both to die for.,1
2274,This was my first time and I can't wait until the next.,1
2275,The bartender was also nice.,1
2276,Everything was good and tasty!,1
2277,This place is two thumbs up....way up.,1
2278,The best place in Vegas for breakfast (just check out a Sat or Sun.,1
2279,If you love authentic Mexican food and want a whole bunch of interesting yet delicious meats to choose from you need to try this place.,1
2280,Terrible management.,0
2281,An excellent new restaurant by an experienced Frenchman.,1
2282,If there were zero stars I would give it zero stars.,0
2283,Great steak great sides great wine amazing desserts.,1
2284,Worst martini ever!,0
2285,The steak and the shrimp are in my opinion the best entrees at GC.,1
2286,I had the opportunity today to sample your amazing pizzas!,1
2287,We waited for thirty minutes to be seated (although there were 8 vacant tables and we were the only folks waiting).,0
2288,The yellowtail carpaccio was melt in your mouth fresh.,1
2289,I won't try going back there even if it's empty.,0
2290,No I'm going to eat the potato that I found some strangers hair in it.,0
2291,Just spicy enough.. Perfect actually.,1
2292,Last night was my second time dining here and I was so happy I decided to go back!,1
2293,"not even a ""hello we will be right with you.""",0
2294,The desserts were a bit strange.,0
2295,My boyfriend and I came here for the first time on a recent trip to Vegas and could not have been more pleased with the quality of food and service.,1
2296,I really do recommend this place you can go wrong with this donut place!,1
2297,Nice ambiance.,1
2298,I would recommend saving room for this!,1
2299,I guess maybe we went on an off night but it was disgraceful.,0
2300,However my recent experience at this particular location was not so good.,0
2301,I know this is not like the other restaurants at all something is very off here!,0
2302,AVOID THIS ESTABLISHMENT!,0
2303,I think this restaurant suffers from not trying hard enough.,0
2304,All of the tapas dishes were delicious!,1
2305,I *heart* this place.,1
2306,My salad had a bland vinegrette on the baby greens and hearts of Palm.,0
2307,After two I felt disgusting.,0
2308,A good time!,1
2309,I believe that this place is a great stop for those with a huge belly and hankering for sushi.,1
2310,Generous portions and great taste.,1
2311,I will never go back to this place and will never ever recommended this place to anyone!,0
2312,"The servers went back and forth several times not even so much as an ""Are you being helped?""",0
2313,Food was delicious!,1
2314,AN HOUR... seriously?,0
2315,I consider this theft.,0
2316,Eew... This location needs a complete overhaul.,0
2317,We recently witnessed her poor quality of management towards other guests as well.,0
2318,Waited and waited and waited.,0
2319,He also came back to check on us regularly excellent service.,1
2320,Our server was super nice and checked on us many times.,1
2321,The pizza tasted old super chewy in not a good way.,0
2322,I swung in to give them a try but was deeply disappointed.,0
2323,Service was good and the company was better!,1
2324,The staff are also very friendly and efficient.,1
2325,As for the service: I'm a fan because it's quick and you're being served by some nice folks.,1
2326,Boy was that sucker dry!!.,0
2327,Over rated.,0
2328,If you look for authentic Thai food go else where.,0
2329,Their steaks are 100% recommended!,1
2330,After I pulled up my car I waited for another 15 minutes before being acknowledged.,0
2331,Great food and great service in a clean and friendly setting.,1
2332,All in all I can assure you I'll be back.,1
2333,I hate those things as much as cheap quality black olives.,0
2334,My breakfast was perpared great with a beautiful presentation of 3 giant slices of Toast lightly dusted with powdered sugar.,1
2335,The kids play area is NASTY!,0
2336,Great place fo take out or eat in.,1
2337,The waitress was friendly and happy to accomodate for vegan/veggie options.,1
2338,OMG I felt like I had never eaten Thai food until this dish.,1
2339,"It was extremely ""crumby"" and pretty tasteless.",0
2340,It was a pale color instead of nice and char and has NO flavor.,0
2341,The croutons also taste homemade which is an extra plus.,1
2342,I got home to see the driest damn wings ever!,0
2343,It'll be a regular stop on my trips to Phoenix!,1
2344,I really enjoyed Crema Café before they expanded; I even told friends they had the BEST breakfast.,1
2345,Not good for the money.,0
2346,I miss it and wish they had one in Philadelphia!,1
2347,We got sitting fairly fast but ended up waiting 40 minutes just to place our order another 30 minutes before the food arrived.,0
2348,They also have the best cheese crisp in town.,1
2349,Good value great food great service.,1
2350,Couldn't ask for a more satisfying meal.,1
2351,The food is good.,1
2352,It was awesome.,1
2353,I just wanted to leave.,0
2354,We made the drive all the way from North Scottsdale... and I was not one bit disappointed!,1
2355,I will not be eating there again.,0
2356,!....THE OWNERS REALLY REALLY need to quit being soooooo cheap let them wrap my freaking sandwich in two papers not one!,0
2357,I checked out this place a couple years ago and was not impressed.,0
2358,The chicken I got was definitely reheated and was only ok the wedges were cold and soggy.,0
2359,Sorry I will not be getting food from here anytime soon :(,0
2360,An absolute must visit!,1
2361,The cow tongue and cheek tacos are amazing.,1
2362,My friend did not like his Bloody Mary.,0
2363,Despite how hard I rate businesses its actually rare for me to give a 1 star.,0
2364,They really want to make your experience a good one.,1
2365,I will not return.,0
2366,I had the chicken Pho and it tasted very bland.,0
2367,Very disappointing!!!,0
2368,The grilled chicken was so tender and yellow from the saffron seasoning.,1
2369,a drive thru means you do not want to wait around for half an hour for your food but somehow when we end up going here they make us wait and wait.,0
2370,Pretty awesome place.,1
2371,Ambience is perfect.,1
2372,Best of luck to the rude and non-customer service focused new management.,0
2373,Any grandmother can make a roasted chicken better than this one.,0
2374,I asked multiple times for the wine list and after some time of being ignored I went to the hostess and got one myself.,0
2375,The staff is always super friendly and helpful which is especially cool when you bring two small boys and a baby!,1
2376,Four stars for the food & the guy in the blue shirt for his great vibe & still letting us in to eat !,1
2377,The roast beef sandwich tasted really good!,1
2378,Same evening him and I are both drastically sick.,0
2379,High-quality chicken on the chicken Caesar salad.,1
2380,Ordered burger rare came in we'll done.,0
2381,We were promptly greeted and seated.,1
2382,Tried to go here for lunch and it was a madhouse.,0
2383,I was proven dead wrong by this sushi bar not only because the quality is great but the service is fast and the food impeccable.,1
2384,After waiting an hour and being seated I was not in the greatest of moods.,0
2385,This is a good joint.,1
2386,The Macarons here are insanely good.,1
2387,I'm not eating here!,0
2388,Our waiter was very attentive friendly and informative.,1
2389,Maybe if they weren't cold they would have been somewhat edible.,0
2390,This place has a lot of promise but fails to deliver.,0
2391,Very bad Experience!,0
2392,What a mistake.,0
2393,Food was average at best.,0
2394,Great food.,1
2395,We won't be going back anytime soon!,0
2396,Very Very Disappointed ordered the $35 Big Bay Plater.,0
2397,Great place to relax and have an awesome burger and beer.,1
2398,It is PERFECT for a sit-down family meal or get together with a few friends.,1
2399,Not much flavor to them and very poorly constructed.,0
2400,The patio seating was very comfortable.,1
2401,The fried rice was dry as well.,0
2402,Hands down my favorite Italian restaurant!,1
2403,"That just SCREAMS ""LEGIT"" in my book...somethat's also pretty rare here in Vegas.",1
2404,It was just not a fun experience.,1
2405,The atmosphere was great with a lovely duo of violinists playing songs we requested.,1
2406,I personally love the hummus pita baklava falafels and Baba Ganoush (it's amazing what they do with eggplant!).,1
2407,Very convenient since we were staying at the MGM!,1
2408,The owners are super friendly and the staff is courteous.,1
2409,Both great!,1
2410,Eclectic selection.,1
2411,The sweet potato tots were good but the onion rings were perfection or as close as I have had.,1
2412,The staff was very attentive.,1
2413,And the chef was generous with his time (even came around twice so we can take pictures with him).,1
2414,The owner used to work at Nobu so this place is really similar for half the price.,1
2415,Google mediocre and I imagine Smashburger will pop up.,0
2416,dont go here.,0
2417,I promise they won't disappoint.,1
2418,As a sushi lover avoid this place by all means.,0
2419,What a great double cheeseburger!,1
2420,Awesome service and food.,1
2421,A fantastic neighborhood gem !!!,1
2422,I can't wait to go back.,1
2423,The plantains were the worst I've ever tasted.,0
2424,It's a great place and I highly recommend it.,1
2425,Service was slow and not attentive.,0
2426,I gave it 5 stars then and I'm giving it 5 stars now.,1
2427,Your staff spends more time talking to themselves than me.,0
2428,Dessert: Panna Cotta was amazing.,1
2429,Very good food great atmosphere.1,1
2430,Damn good steak.,1
2431,Total brunch fail.,0
2432,Prices are very reasonable flavors are spot on the sauce is home made and the slaw is not drenched in mayo.,1
2433,The decor is nice and the piano music soundtrack is pleasant.,1
2434,The steak was amazing...rge fillet relleno was the best seafood plate i have ever had!,1
2435,Good food  good service .,1
2436,It was absolutely amazing.,1
2437,I probably won't be back to be honest.,0
2438,will definitely be back!,1
2439,The sergeant pepper beef sandwich with auju sauce is an excellent sandwich as well.,1
2440,Hawaiian Breeze Mango Magic and Pineapple Delight are the smoothies that I've tried so far and they're all good.,1
2441,Went for lunch - service was slow.,0
2442,We had so much to say about the place before we walked in that he expected it to be amazing but was quickly disappointed.,0
2443,I was mortified.,0
2444,Needless to say we will never be back here again.,0
2445,Anyways The food was definitely not filling at all and for the price you pay you should expect more.,0
2446,The chips that came out were dripping with grease and mostly not edible.,0
2447,I wasn't really impressed with Strip Steak.,0
2448,Have been going since 2007 and every meal has been awesome!!,1
2449,Our server was very nice and attentive as were the other serving staff.,1
2450,The cashier was friendly and even brought the food out to me.,1
2451,I work in the hospitality industry in Paradise Valley and have refrained from recommending Cibo any longer.,0
2452,The atmosphere here is fun.,1
2453,Would not recommend to others.,0
2454,"Service is quick and even ""to go"" orders are just like we like it!",1
2455,I mean really how do you get so famous for your fish and chips when it's so terrible!?!,0
2456,That said our mouths and bellies were still quite pleased.,1
2457,Not my thing.,0
2458,2 Thumbs Up!!,1
2459,If you are reading this please don't go there.,0
2460,I loved the grilled pizza reminded me of legit Italian pizza.,1
2461,Only Pros : Large seating area/ Nice bar area/ Great simple drink menu/ The BEST brick oven pizza with homemade dough!,1
2462,They have a really nice atmosphere.,1
2463,Tonight I had the Elk Filet special...and it sucked.,0
2464,After one bite I was hooked.,1
2465,We ordered some old classics and some new dishes after going there a few times and were sorely disappointed with everything.,0
2466,Cute quaint simple honest.,1
2467,The chicken was deliciously seasoned and had the perfect fry on the outside and moist chicken on the inside.,1
2468,The food was great as always compliments to the chef.,1
2469,Special thanks to Dylan T. for the recommendation on what to order :) All yummy for my tummy.,1
2470,Awesome selection of beer.,1
2471,Great food and awesome service!,1
2472,One nice thing was that they added gratuity on the bill since our party was larger than 6 or 8 and they didn't expect more tip than that.,1
2473,A FLY was in my apple juice.. A FLY!!!!!!!!,0
2474,The Han Nan Chicken was also very tasty.,1
2475,As for the service I thought it was good.,1
2476,The food was barely lukewarm so it must have been sitting waiting for the server to bring it out to us.,0
2477,Ryan's Bar is definitely one Edinburgh establishment I won't be revisiting.,0
2478,Nicest Chinese restaurant I've been in a while.,1
2479,Overall I like there food and the service.,1
2480,They also now serve Indian naan bread with hummus and some spicy pine nut sauce that was out of this world.,1
2481,Probably never coming back and wouldn't recommend it.,0
2482,Friend's pasta -- also bad he barely touched it.,0
2483,Try them in the airport to experience some tasty food and speedy friendly service.,1
2484,I love the decor with the Chinese calligraphy wall paper.,1
2485,Never had anything to complain about here.,1
2486,The restaurant is very clean and has a family restaurant feel to it.,1
2487,It was way over fried.,0
2488,I'm not sure how long we stood there but it was long enough for me to begin to feel awkwardly out of place.,0
